feature_name,scores
safety,0.18462869128066095
person_capacity,0.17386067983792053
buying_price,0.061321118790399254
maintenance_price,0.05677022013724753
luggage_boot,0.03031934763990818
random_variable_4,0.018670492424187612
random_variable_3,0.003842791844499205
number_of_doors,0.0035633100227963066
random_variable_5,0.0004145937603294847
random_variable_1,0.0
random_variable_2,0.0
