feature_name,scores
safety,0.2291393140857536
person_capacity,0.21386503470057971
buying_price,0.10819922788378641
maintenance_price,0.0932890731082196
random_variable_3,0.05635738114756107
random_variable_4,0.05427736847224912
random_variable_2,0.05393419657520547
luggage_boot,0.05376595241758673
random_variable_5,0.05043766493320915
random_variable_1,0.05005209594592003
number_of_doors,0.036682690729929066
