feature_name,scores
safety,203.26243453639705
person_capacity,147.34598286377812
buying_price,105.52459112246802
maintenance_price,82.35535781955682
luggage_boot,26.93257727062703
number_of_doors,8.632806285362236
random_variable_4,1.5418188657907086
random_variable_1,1.4937625282485325
random_variable_2,0.6836840900925637
random_variable_3,0.6695946265901386
random_variable_5,0.5036066624604962
